0.2,0.004,3,0.174531
1.2,0.004,3,2.83236
-0.8,0.004,3,23.112
0.2,0.014,3,8.85671
0.2,-0.006,3,88.7958
0.2,0.004,4,0.3935
0.2,0.004,2,0.216826
1.1,0.004,3,19.9657
-0.7,0.004,3,21.1644
0.2,0.013,3,9.64991
0.2,-0.005,3,161.518
0.2,0.004,3.9,0.250307
0.2,0.004,2.1,0.195818
1.01,0.004,3,0.127203
1.01,0.0121,3,3.94078
1.01,-0.0041,3,3.73654
1.01,0.004,3.81,0.0789413
1.901,0.004,3.81,3.76631
0.119,0.004,3.81,0.297308
1.01,0.01129,3.81,0.0898874
1.01,-0.00329,3.81,6.74826
1.01,0.004,4.701,0.0930605
1.01,0.004,2.919,2.28491
1.8119,0.004,3.81,11.4779
0.2081,0.004,3.81,0.166961
1.01,0.010561,3.81,0.0773674
1.01,0.010561,4.6119,0.100756
1.01,0.010561,3.0081,3.06139
1.73171,0.010561,3.81,30.1551
0.28829,0.010561,3.81,0.165299
1.01,0.0177781,3.81,0.0852469
1.01,0.0033439,3.81,0.0958174
1.01,0.010561,4.53171,0.0714166
1.65954,0.010561,4.53171,5.21903
0.360461,0.010561,4.53171,0.130845
1.01,0.0170564,4.53171,0.0819695
1.01,0.00406561,4.53171,0.0656439
1.01,0.00406561,5.32559,0.0619281
1.59459,0.00406561,5.32559,1.29793
0.425415,0.00406561,5.32559,0.0958582
1.01,0.0112105,5.32559,0.103457
1.01,-0.00307932,5.32559,3.78595
1.01,0.00406561,6.19886,0.0856597
1.01,0.00406561,4.45232,0.0671721
1.53613,0.00406561,5.32559,1.23512
0.483873,0.00406561,5.32559,0.0741648
1.01,0.010496,5.32559,0.0748487
1.01,-0.00236483,5.32559,1.76721
1.01,0.00406561,6.11153,0.0808115
1.01,0.00406561,4.53965,0.146135
1.48351,0.00406561,5.32559,0.173507
0.536486,0.00406561,5.32559,0.0793371
1.01,0.009853,5.32559,0.0776143
1.01,-0.00172178,5.32559,0.305351
1.01,0.00406561,6.03294,0.0813174
1.01,0.00406561,4.61824,0.0719901
1.43616,0.00406561,5.32559,1.49988
0.583837,0.00406561,5.32559,0.0883925
1.01,0.00927426,5.32559,0.0988463
1.01,-0.00114304,5.32559,0.163505
1.01,0.00406561,5.9622,0.0729187
1.01,0.00406561,4.68898,0.0711457
1.39355,0.00406561,5.32559,2.24043
0.626454,0.00406561,5.32559,0.0860424
1.01,0.0087534,5.32559,0.0777857
1.01,-0.000622178,5.32559,0.133145
1.01,0.00406561,5.89854,0.0932946
1.01,0.00406561,4.75264,0.0812974
1.35519,0.00406561,5.32559,0.134624
0.664808,0.00406561,5.32559,0.067073
1.01,0.00828462,5.32559,0.0697948
1.01,-0.000153399,5.32559,0.143252
1.01,0.00406561,5.84125,0.0603574
1.32067,0.00406561,5.84125,0.0763265
0.699328,0.00406561,5.84125,0.0638617
1.01,0.00786272,5.84125,0.0650128
1.01,0.000268502,5.84125,0.111497
1.01,0.00406561,6.40847,0.0664989
1.01,0.00406561,5.27403,0.0677676
1.28961,0.00406561,5.84125,0.123864
0.730395,0.00406561,5.84125,0.0665746
1.01,0.00748301,5.84125,0.0620504
1.01,0.000648213,5.84125,0.0810878
1.01,0.00406561,6.35175,0.0708225
1.01,0.00406561,5.33075,0.0830515
